City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
428,derzhavinsk,0,KZ,1556678667,46,51.1,66.31,35.16,6.6
429,maputo,0,MZ,1556676000,88,-25.97,32.57,64.4,4.7
430,maragogi,97,BR,1556678554,95,-9.01,-35.22,76.11,2.93
431,calabozo,60,VE,1556678668,45,8.92,-67.43,86.5,11.14
432,sibenik,100,HR,1556678668,91,45.81,17.18,44.49,6.53
433,kiunga,100,PG,1556678668,84,-6.12,141.3,85.15,3.49
434,esso,0,RU,1556678669,78,55.93,158.7,29.06,13.58
435,gusau,77,NG,1556678669,43,12.17,6.66,88.12,11.27
436,esperance,40,TT,1556678107,83,10.24,-61.45,81.0,9.17
437,khandyga,0,RU,1556678670,58,62.65,135.58,28.99,4.32
438,tornio,0,FI,1556678426,74,61.12,27.27,35.6,3.36
439,tocopilla,75,CL,1556678515,92,-22.09,-70.2,63.73,12.12
440,ziro,100,IN,1556678671,98,27.54,93.82,51.9,0.87
441,plettenberg bay,34,ZA,1556678671,93,-34.05,23.37,58.0,2.35
442,cedar lake,90,US,1556678620,100,41.36,-87.44,50.0,10.29
443,kashan,0,IR,1556676000,41,33.99,51.44,59.0,4.7
444,kidal,0,ML,1556678672,8,18.44,1.41,84.52,8.99
445,esil,0,KZ,1556678672,45,51.96,66.41,36.22,8.52
446,pimentel,100,BR,1556678672,98,-3.7,-45.5,74.06,2.04
447,houma,0,CN,1556678673,22,35.63,111.36,71.54,13.02
448,antofagasta,75,CL,1556676000,77,-23.65,-70.4,60.8,3.36
449,karak,0,JO,1556676000,61,31.18,35.7,50.0,3.06
450,hauterive,75,FR,1556678525,87,46.09,3.45,44.6,3.36
451,naze,91,NG,1556678674,92,5.43,7.07,75.61,2.3
452,kaeo,0,NZ,1556678570,67,-35.1,173.78,69.01,3.62
453,mitchell,90,US,1556678409,81,43.71,-98.03,44.6,8.05
454,sitka,40,US,1556677830,89,37.17,-99.65,51.01,3.0
455,tara,75,JP,1556678642,82,33.0,130.15,68.0,1.12
456,oranjemund,0,ZA,1556678676,92,-28.55,16.43,59.07,13.35
457,san cristobal,40,EC,1556677837,82,-0.39,-78.55,57.2,2.24
458,tete,20,MZ,1556676000,93,-16.16,33.59,64.4,1.86
459,henderson,1,US,1556678610,19,36.04,-114.98,77.0,16.11
460,ossora,98,RU,1556678678,59,59.24,163.07,36.82,13.8
461,saint-georges,0,CA,1556677946,41,46.12,-70.67,37.0,4.0
462,kudahuvadhoo,61,MV,1556678679,77,2.67,72.89,85.26,15.68
463,joshimath,37,IN,1556678679,32,30.57,79.57,55.16,5.08
464,avera,1,US,1556678641,64,33.19,-82.53,77.0,8.05
465,severnoye,66,RU,1556678680,60,54.09,52.54,37.02,4.99
466,katangli,1,RU,1556678680,32,51.71,143.23,61.69,10.31
467,san mateo ixtatan,97,GT,1556678680,97,15.83,-91.48,61.55,2.24
468,gold coast,44,AU,1556678674,50,-28.0,153.41,80.01,9.17
469,kabinda,73,CD,1556678680,85,-6.14,24.49,70.64,2.17
470,harnosand,79,SE,1556677903,68,62.63,17.94,44.01,3.36
471,lima,0,PE,1556678401,82,-12.06,-77.04,69.01,8.05
472,bulembu,0,SZ,1556677942,87,-25.95,31.13,60.01,3.36
473,san rafael,0,AR,1556678682,32,-34.61,-68.33,55.97,10.49
474,felanitx,0,ES,1556678588,87,39.47,3.15,54.0,3.36
475,lasa,0,CY,1556677927,62,34.92,32.53,64.4,3.36
476,colonelganj,0,IN,1556678683,47,27.13,81.7,94.65,14.45
477,bloomington,90,US,1556678584,100,40.47,-88.99,54.0,6.93
478,olinda,75,EC,1556678401,74,-2.03,-79.75,82.4,6.93
479,portales,1,US,1556678538,24,34.19,-103.33,68.0,9.17
480,the valley,20,AI,1556677955,69,18.22,-63.06,78.8,17.22
481,marsa matruh,34,EG,1556678684,79,31.35,27.25,65.83,9.66
482,bay roberts,90,CA,1556678608,74,47.58,-53.28,32.0,20.8
483,comodoro rivadavia,0,AR,1556676000,61,-45.87,-67.48,50.0,13.87
484,broken hill,75,AU,1556676000,64,-31.97,141.45,68.0,17.22
485,kinkala,100,CG,1556678686,97,-4.35,14.75,71.31,2.77
486,elk,85,PL,1556678686,67,53.83,22.36,45.42,5.12
487,svetlogorsk,40,RU,1556676000,50,53.14,59.15,32.0,8.95
488,birjand,0,IR,1556676000,54,32.86,59.22,53.6,4.7
489,sistranda,75,NO,1556678676,87,63.73,8.83,44.6,4.7
490,bonthe,93,SL,1556678687,85,7.53,-12.5,80.4,6.22
491,kaspiysk,82,RU,1556676000,93,42.88,47.64,48.2,8.95
492,antigonish,1,CA,1556678583,64,45.62,-61.99,35.01,6.93
493,seydi,87,NE,1556678688,31,13.34,7.75,87.99,4.88
494,balapur,37,IN,1556678688,20,20.67,76.77,90.69,17.87
495,riyadh,0,SA,1556676000,23,24.63,46.72,73.4,3.36
496,daman,7,IN,1556678689,87,20.42,72.83,79.78,9.51
497,kasungu,1,MW,1556678689,98,-13.04,33.48,58.15,4.68
498,jaciara,58,BR,1556678689,73,-15.95,-54.98,74.91,2.68
499,dodge city,90,US,1556678421,93,37.75,-100.02,48.2,11.41
500,umea,96,SE,1556677806,74,63.83,20.26,35.01,3.36
501,lashio,13,MM,1556678690,24,22.93,97.75,96.0,2.75
502,bom jardim,75,BR,1556676000,94,-7.8,-35.59,75.2,10.29
503,jiwani,0,PK,1556678691,72,25.05,61.74,80.79,11.45
504,saint-esteve,0,FR,1556678534,47,42.71,2.84,59.0,10.29
505,ordynskoye,100,RU,1556678692,57,54.37,81.9,29.89,17.36
506,gat,68,SN,1556678693,70,14.69,-16.54,69.83,17.27
507,kemin,55,KG,1556678693,60,42.79,75.7,44.04,6.93
508,haines junction,31,CA,1556678693,24,60.75,-137.51,53.43,8.9
509,vieques,40,PR,1556678688,74,18.43,-65.83,80.6,9.17
510,talara,16,PE,1556678411,87,-4.58,-81.27,73.38,19.42
511,lebyazhye,0,RU,1556678634,55,59.96,29.42,37.4,6.71
512,lorengau,100,PG,1556678694,82,-2.02,147.27,82.84,2.04
513,tyukhtet,100,RU,1556678695,70,56.54,89.31,36.76,16.42
514,pesaro,82,IT,1556678691,71,43.91,12.91,57.0,6.93
515,riverton,90,US,1556677904,92,43.02,-108.38,32.0,11.41
516,tautira,40,PF,1556678582,58,-17.73,-149.15,86.0,3.36
517,barcelos,0,PT,1556678668,100,41.53,-8.62,55.99,2.24
518,balkanabat,0,TM,1556678696,33,39.51,54.36,70.64,1.99
519,bezenchuk,1,RU,1556678696,51,52.99,49.43,40.53,4.03
520,verkhoyansk,1,RU,1556678697,62,67.55,133.39,24.25,8.84
521,sobolevo,100,RU,1556678697,68,54.43,31.9,45.55,7.14
522,ishigaki,75,JP,1556676360,88,24.34,124.16,77.0,19.46
523,virginia beach,75,US,1556678524,88,36.85,-75.98,73.4,3.36
524,ulaangom,87,MN,1556678698,16,49.98,92.07,61.42,8.43
525,aswan,0,EG,1556678698,10,24.09,32.9,80.22,6.2
526,luderitz,0,NA,1556676000,87,-26.65,15.16,55.4,4.7
527,rorvik,100,NO,1556678402,81,64.86,11.24,42.01,11.79
528,bud,90,NO,1556677912,100,62.91,6.91,48.2,5.82
529,zonguldak,66,TR,1556678699,73,41.25,31.83,59.23,6.31
530,ambon,0,FR,1556678672,87,47.55,-2.56,52.0,6.93
531,zacatepec,84,MX,1556678700,69,20.06,-98.01,59.75,6.08
532,richards bay,0,ZA,1556678700,59,-28.77,32.06,74.24,7.52
533,krasnyy chikoy,0,RU,1556678701,13,50.36,108.75,65.46,6.33
534,hoyanger,80,NO,1556678654,93,61.22,6.07,46.99,20.8
535,tooele,90,US,1556678589,86,40.53,-112.3,41.0,8.05
536,ventspils,0,LV,1556677200,64,57.39,21.56,32.0,4.03
537,papara,40,BR,1556677691,88,-3.98,-38.73,78.8,1.9
538,wilmington,90,US,1556678405,77,39.75,-75.55,62.01,8.05
539,nurota,97,UZ,1556676000,63,40.56,65.69,60.8,13.87
540,fukue,75,JP,1556678645,93,35.03,136.69,66.99,4.7
541,umm kaddadah,24,SD,1556678704,17,13.6,26.69,76.49,7.4
542,coolum beach,27,AU,1556678684,65,-26.53,153.09,78.01,1.01
543,mecca,0,SA,1556678702,36,21.43,39.83,85.67,1.86
544,rancho palos verdes,40,US,1556678502,63,33.75,-118.37,63.0,10.29
545,sarangani,82,PH,1556678704,73,5.4,125.46,84.0,8.68
546,kalabo,65,ZM,1556678705,54,-15.0,22.67,68.08,3.51
547,kindu,100,CD,1556678705,99,-2.95,25.92,68.79,2.53
